Код ЦБ;Краткое наименование ;Дата собрания;Дата фиксации реестра;Ставка, рекомендованная по обыкновенным акциям;Ставка, рекомендованная по привилегированным акциям;Ставка, определенная по обыкновенным акциям;Ставка, определенная по привилегированным акциям;Дивиденды за период;Дата появления события в ленте новостей;Источник;ИНН эмитента
SROG;ОАО "Саратовоблгаз";27/06/2012;25/05/2012;0;;;;2011;29/05/2012;Интерфакс;6454002828
KRGZ;ОАО "Курскгаз";25/06/2012;23/05/2012;4.86;;;;2011;28/05/2012;Интерфакс;4629015425
GZAS;ОАО "Горьковский завод аппаратуры связи им.А.С.Попова";19/06/2012;14/05/2012;0;;;;2011;27/04/2012;Интерфакс;5257008145
RTLM;ОАО "Ростсельмаш";07/06/2012;19/04/2012;0;0;;;2011;;Эмитент;6166010558
GAZA;ОАО "ГАЗ";27/06/2012;22/05/2012;0;0;;;2011;22/05/2012;Интерфакс;5200000046
OROG;ОАО "Оренбургоблгаз";20/06/2012;18/05/2012;141.49;;;;2011;21/05/2012;Интерфакс;5610010369
AKPH;ОАО "ХФК "Акрихин";27/06/2012;18/05/2012;0;0;;;2011;18/05/2012;Интерфакс;5031013320
VZRZ;ОАО АКБ "Возрождение";29/06/2012;11/05/2012;0.5;2;;;2011;11/05/2012;Интерфакс;5000001042
SCON;ОАО "Седьмой Континент";30/06/2012;14/05/2012;0;;;;2011;14/05/2012;Интерфакс;7705005628
VGSB;ОАО "Волгоградэнергосбыт";02/07/2012;28/05/2012;0;0.006;;;2011;30/05/2012;Интерфакс;3445071523
SGAT;ДОАО "Спецгазавтотранс";14/06/2012;05/05/2012;59.79;59.79;;;2011;07/03/2012;Интерфакс;1834100050
GUMZ;ОАО "Гурьевский металлургический завод";25/06/2012;14/05/2012;0;;;;2011;15/05/2012;Интерфакс;4204000253
YASH;ОАО "Ярославский шинный завод";22/06/2012;18/05/2012;;1;;;2011;17/05/2012;Интерфакс;7601001509
ALVZ;ОАО "Архангельский ликеро-водочный завод" (АЛВИЗ);05/06/2012;02/05/2012;;;;;2011;22/05/2012;ДКК;2900000293
TGST;ОАО "Фирма "Туапсегражданстрой";22/06/2012;25/05/2012;;;;;2011;28/05/2012;Интерфакс;2322021665
DORS;ОАО по строительству дорог, инженерных сетей и сооружений "Дорисс";23/06/2012;18/05/2012;;;;;2011;15/05/2012;Интерфакс;2127008364
PRMG;ОАО "Газпром промгаз";25/05/2012;04/05/2012;;;;;2011;27/02/2012;Интерфакс;7734034550
VJGZ;ОАО "Варьеганнефтегаз";15/06/2012;10/05/2012;0;0;;;2011;05/05/2012;Интерфакс;8609000160
VDSB;ОАО "Владимирская энергосбытовая компания"";29/06/2012;23/05/2012;0.4192847;;;;2011;25/05/2012;Интерфакс;3302021309
SKZB;ОАО "СУЭК-Кузбасс";22/06/2012;15/05/2012;;;;;2011;15/05/2012;Интерфакс;4212024138
ARXP;ОАО "Ардымское хлебоприемное предприятие";27/06/2012;15/05/2012;;;;;2011;14/05/2012;Интерфакс;5829060219
DMOA;ОАО "Дальмостострой";29/06/2012;24/05/2012;0;;;;2011;28/05/2012;Интерфакс;2700000144
LLDK;ОАО "Лесосибирский ЛДК №1";20/06/2012;01/06/2012;;;;;2011;18/05/2012;Интерфакс;2454003302
FRMC;ОАО "Фармация";22/06/2012;24/05/2012;;;;;2011;28/05/2012;Интерфакс;5800000070
ZEMC;ОАО "АБС ЗЭиМ Автоматизация";28/06/2012;28/05/2012;3;;;;2011;01/06/2012;Интерфакс;2128006240
MGOK;ОАО "Михайловский ГОК";22/06/2012;18/05/2012;0;0;;;2011;22/05/2012;Интерфакс;4633001577
MIKR;ОАО НПО "Микрон";15/06/2012;04/05/2012;0;;;;2011;27/04/2012;Интерфакс;7709831463
KRNF;ОАО "Красноярскнефтепродукт";28/06/2012;24/05/2012;;;;;2011;29/05/2012;Интерфакс;2460002949
CHERP;ОАО "Чепецкий механический завод";;29/05/2012;;45;;;2011;30/05/2012;Интерфакс;1829008035
SKRN;ОАО "СУЭК-Красноярск";25/06/2012;18/05/2012;0;;;;2011;15/05/2012;Интерфакс;2466152267
KRSG;ОАО "Красноярская ГЭС";25/06/2012;15/05/2012;5.11371;;;;2011;16/05/2012;Интерфакс;2446000322
OSMK;ОАО "Останкинский молочный комбинат";25/06/2012;20/05/2012;0;;;;2011;18/05/2012;Интерфакс;7715087436
AVSI;ОАО "Авиакомпания "Сибирь";22/06/2012;25/05/2012;100;;;;2011;28/05/2012;Интерфакс;5448100656
STKG;ОАО Ставрополькрайгаз;26/06/2012;25/05/2012;;;;;2011;29/05/2012;Интерфакс;2635014240
CHEP;ОАО "Челябинский трубопрокатный завод";29/06/2012;21/05/2012;0;;;;2011;21/05/2012;Интерфакс;7449006730
MSNH;ОАО "Мясокомбинат Находкинский";25/06/2012;28/05/2012;;;;;2011;29/05/2012;Интерфакс;2508001248
KFAR;ОАО "Красфарма";29/06/2012;10/05/2012;;;;;2011;12/05/2012;Интерфакс;2464010490
KOSM;ОАО "Гостиничный комплекс "Космос";29/06/2012;14/05/2012;0.0659;0.2753;;;2011;27/04/2012;Интерфакс;7717016198
METZ;ОАО "Металлургический завод им.А.К.Серова";12/04/2012;28/02/2012;0;0;0;0;2011;28/02/2012;Интерфакс;6632004667
VATY;ОАО "ЕВРАЗ Ванадий-Тула";29/06/2012;24/05/2012;0;0;;;2011;25/05/2012;Интерфакс;7105008754
CIKB;ОАО КБ "Центр-Инвест";15/06/2012;14/05/2012;;;;;2011;15/05/2012;ДКК;
MGNZ;ОАО "Соликамский магниевый завод";08/06/2012;03/05/2012;;;;;2011;02/05/2012;Интерфакс;5919470019
MGTS;ОАО "Московская ГТС";29/06/2012;10/05/2012;0;0;;;2011;28/05/2012;ДКК;7710016640
SVTG;ОАО "Святогор";11/05/2012;26/03/2012;0;;0;;2011;22/03/2012;Интерфакс;6618000220
MAYK;ОАО "Маяк";16/04/2012;16/03/2012;;;;;2011;;Интерфакс;5834000060
ZENT;ОАО Банк ЗЕНИТ;14/06/2012;25/04/2012;;;;;2011;29/03/2012;Интерфакс;7729405872
GRAZ;ОАО "Группа РАЗГУЛЯЙ";29/06/2012;16/05/2012;0;;;;2011;16/05/2012;Интерфакс;7721235763
UDMN;ОАО "Удмуртнефть";29/06/2012;23/05/2012;1,258.42;;;;2011;18/05/2012;Интерфакс;1831034040
NASO;ОАО "НАЗ Сокол";31/05/2012;25/04/2012;0;0;0;0;2011;27/04/2012;Интерфакс;5259008341
RPKK;ОАО "Роспечать Краснодарского края";28/06/2012;23/05/2012;0;;;;2011;25/05/2012;Интерфакс;2308006009
SARN;ОАО "Саратовнефтепродукт";21/06/2012;04/05/2012;97.3;97.3;;;2011;05/05/2012;Интерфакс;6452034165
PTRM;ОАО "ПрофТехРесурс М";19/06/2012;11/05/2012;0;;;;2011;12/05/2012;Интерфакс;7722563340
NEKK;ОАО "НЕКК";26/06/2012;10/05/2012;0;;;;2011;11/05/2012;Интерфакс;7450058035
ZILL;АМО "ЗИЛ";29/06/2012;11/05/2012;;;;;2011;11/05/2012;Интерфакс;7725043886
MOEK;ОАО "Московская объединенная энергетическая компания";27/06/2012;21/05/2012;0;;;;2011;21/05/2012;Интерфакс;7720518494
YKEN;ОАО АК "Якутскэнерго";21/06/2012;12/05/2012;0;0.010044098492;;;2011;12/05/2012;Интерфакс;1435028701
SBER;ОАО Сбербанк России;01/06/2012;12/04/2012;2.08;2.59;2.08;2.59;2011;19/03/2012;Интерфакс;7707083893
KESK;ОАО "Коми энергосбытовая компания";22/06/2012;18/05/2012;0;0;;;2011;22/05/2012;Интерфакс;1101301856
PDNZ;ОАО "Первоуральский динасовый завод";25/04/2012;24/03/2012;;;;;2011;03/04/2012;ДКК;6625004698
SEMP;ОАО "Северное морское пароходство";31/05/2012;25/04/2012;0;5.78;;;2011;11/05/2012;ДКК;2901008432
ORNE;ОАО "Оренбургнефтепродукт";N/A;N/A;0;118.75;;;2011;25/05/2012;Интерфакс;5610004301
VBUM;ОАО "Волгабурмаш";29/06/2012;23/05/2012;0;;;;2011;23/05/2012;Интерфакс;6314007329
HALS;ОАО "Галс-Девелопмент";29/06/2012;17/05/2012;0;;;;2011;18/05/2012;Интерфакс;7706032060
RCLS;ОАО "Российские коммунальные системы";25/06/2012;21/05/2012;;;;;2011;30/05/2012;Интерфакс;5029069660
TRMK;ОАО "Трубная металлургическая компания";26/06/2012;21/05/2012;2.7;;;;2011;18/05/2012;Интерфакс;7710373095
MOIB;ОАО "Московский Индустриальный банк";24/05/2012;05/04/2012;0;;0;;2011;21/03/2012;Интерфакс;7725039953
ROSN;ОАО НК "Роснефть";20/06/2012;04/05/2012;3.45;;;;2011;07/03/2012;Интерфакс;7706107510
NVNG;ОАО Э и Э "Новосибирскэнерго ";26/06/2012;15/05/2012;60.08;60.08;;;2011;14/05/2012;Интерфакс;5411100018
OSMP;ОАО "Останкинский мясоперерабатывающий комбинат";14/06/2012;10/05/2012;0;;;;2011;11/05/2012;Интерфакс;7715034360
PAZA;ОАО "Павловский автобус";22/06/2012;15/05/2012;;;;;2011;29/05/2012;ДКК;5252000350
URAL;ОАО Авиакомпания "Уральские авиалинии";25/04/2012;12/03/2012;275;;275;;2011;27/02/2012;Интерфакс;6608003013
ALNP;ОАО "НК "Роснефть" - Алтайнефтепродукт";22/06/2012;17/05/2012;0;0;;;2011;21/05/2012;Интерфакс;2225007351
KMTX;ОАО "Комитекс";27/04/2012;15/03/2012;;;;;2011;12/03/2012;Интерфакс;1101300281
ANGS;ОАО "Арктикнефтегазстрой";20/04/2012;28/03/2012;10,000;;10,000;;2011;28/03/2012;Интерфакс;8903005406
UTAR;ОАО "Авиакомпания "ЮТэйр";27/06/2012;11/05/2012;0.14;;;;2011;11/05/2012;Интерфакс;7204002873
FENZ;ОАО "Фирма Энергозащита";28/06/2012;24/05/2012;;;;;2011;22/05/2012;Интерфакс;7709046921
OMSH;ОАО "Омскшина";15/06/2012;11/05/2012;0;;;;2011;21/05/2012;Интерфакс;5506007419
ROSB;ОАО АКБ "РОСБАНК";26/06/2012;18/05/2012;0;;;;2011;18/05/2012;Интерфакс;7730060164
BMKK;ОАО "Белорецкий металлургический комбинат";26/04/2012;19/03/2012;0;0;0;0;2011;;Эмитент;0256006322
TCBN;ОАО "ТрансКредитБанк";28/06/2012;20/05/2012;0;;;;2011;18/05/2012;Интерфакс;7722080343
MRKS;ОАО "МРСК Сибири";29/06/2012;22/05/2012;0;;;;2011;25/05/2012;Интерфакс;2460069527
MRGZ;ОАО "Мордовгаз";28/06/2012;23/05/2012;12.08;12.08;;;2011;25/05/2012;Интерфакс;1300020747
ELRI;ЗАО "Электроизолит";22/06/2012;16/05/2012;;;;;2011;31/05/2012;ДКК;5042000530
KMGN;ОАО "Комбинат Магнезит";29/06/2012;25/05/2012;;;;;2011;18/05/2012;Интерфакс;7417001747
PMSB;ОАО "Пермская энергосбытовая компания";27/05/2012;28/05/2012;0.5;;0.25;;2011;;;5904123809
SARE;ОАО ЭиЭ "Саратовэнерго";06/06/2012;27/04/2012;0;0;;;2011;02/05/2012;Интерфакс;6450014808
TVAG;ОАО "Тверской вагоностроительный завод";14/06/2012;10/05/2012;0;;;;2011;22/05/2012;Интерфакс;6902008908
ZVSL;ОАО "Завод "Сланцы";25/06/2012;21/05/2012;0.04;0.09;;;2011;29/05/2012;Интерфакс;4713000931
MYNT;ОАО "НК "Роснефть" - Мурманскнефтепродукт";29/06/2012;24/05/2012;0;0;;;2011;22/05/2012;Интерфакс;5193102164
SMLU;ОАО "Семилукский огнеупорный завод";19/04/2012;01/03/2012;0;;0;;2011;22/02/2012;Интерфакс;3628001308
KZTS;ОАО "Кировградский завод твердых сплавов";26/04/2012;12/03/2012;0;;0;;2011;29/02/2012;Интерфакс;6616000619
KHEL;ОАО "Казанский вертолетный завод";29/06/2012;25/05/2012;;;;;;24/02/2012;Интерфакс;1656002652
GGOK;ОАО "Гайский ГОК";21/06/2012;06/05/2012;0;;;;2011;02/05/2012;Интерфакс;5604000700
MESS;ОАО "Мосэнергосетьстрой";20/06/2012;28/04/2012;;;;;2011;02/05/2012;Интерфакс;7705654189
KOOG;ОАО "Костромаоблгаз";15/06/2012;16/05/2012;46.97;;;;2011;;Эмитент;4400000193
CDST;ОАО "Центродорстрой";11/05/2012;20/04/2012;;;;;2011;05/05/2012;ДКК;7702059544
TASB;ОАО "Тамбовская энергосбытовая компания";13/06/2012;08/05/2012;0.064353972;0.0643553972;;;2011;11/05/2012;Интерфакс;6829010210
OKBS;ОАО "ОКБ Сухого";14/06/2012;10/05/2012;575;;;;2011;12/05/2012;Интерфакс;7714016680
SMNF;ОАО "НК "Роснефть" - Смоленскнефтепродукт";28/06/2012;04/06/2012;0;219.3;;;2011;01/06/2012;Интерфакс;6730017336
IRAO;ОАО "ИНТЕР РАО ЕЭС";25/06/2012;17/05/2012;0;;;;2011;16/05/2012;Интерфакс;2320109650
LOMO;ОАО "ЛОМО" (Оптико-механич, объедин,);30/06/2012;14/05/2012;0;0;;;2011;12/05/2012;Интерфакс;7804002321
KZBE;ОАО Э и Э "Кузбассэнерго";30/06/2012;25/05/2012;0;;;;2011;28/05/2012;Интерфакс;4200000333
KFER;ОАО "Кузнецкие ферросплавы";25/06/2012;10/05/2012;0;0;;;2011;10/05/2012;Интерфакс;4216001565
KMZA;ОАО "Курганский машиностроительный завод";28/06/2012;16/05/2012;;;;;;21/05/2012;Интерфакс;4501008142
SZFV;ОАО "Серовский завод ферросплавов";21/06/2012;16/05/2012;0;;;;2011;15/05/2012;Интерфакс;6632001031
JNOS;ОАО "Славнефть-Ярославнефтеоргсинтез";15/06/2012;04/05/2012;0;0.01;;;2011;02/04/2012;Интерфакс;7601001107
UDSB;ОАО "Удмуртская энергосбытовая компания";22/06/2012;18/05/2012;0;0.08540595489;;;2011;21/05/2012;Интерфакс;1835062930
SMOG;ОАО Смоленскоблгаз;25/06/2012;24/05/2012;2.46;;;;2011;28/05/2012;Интерфакс;6731011930
NMCE;ОАО "Новосибирский мясоконсервный комбинат";26/04/2012;22/03/2012;;;;;;12/03/2012;Интерфакс;5402100043
AZFP;ОАО "Азовский завод кузнечно-прессовых автоматов";29/06/2012;25/05/2012;0;;;;2011;25/05/2012;Интерфакс;6140000019
HNPZ;ОАО "Хабаровский нефтеперерабатывающий завод";25/06/2012;26/05/2012;;;;;2011;29/05/2012;Интерфакс;2722010040
SLNE;ОАО "Славнефть-Ярославнефтепродукт";14/06/2012;03/05/2012;0.85;0.85;;;2011;04/04/2012;Интерфакс;7601000520
MFSE;ОАО "Московская фондовая биржа";21/06/2012;10/05/2012;0;;;;2011;11/05/2012;Интерфакс;7713387530
NFAZ;ОАО "Нефтекамский автозавод";25/05/2012;12/04/2012;0;;0;;2011;27/04/2012;Интерфакс;0264004103
AKLC;ОАО "Аэропорт Кольцово";29/06/2012;25/05/2012;;;;;2011;05/06/2012;ДКК;6608000446
HLVZ;ОАО "Ликеро-водочный завод "Хабаровский";29/06/2012;28/05/2012;;;;;2011;28/05/2012;Интерфакс;2700000560
SZRT;ОАО "Саранский завод "Резинотехника";21/06/2012;17/05/2012;0;;;;2011;18/05/2012;Интерфакс;1328028538
KROG;ОАО "Кировоблгаз";19/06/2012;15/05/2012;0;;;;2011;17/05/2012;Интерфакс;4346006589
SOVT;ОАО "Современные инновационные технологии";15/06/2012;04/05/2012;0;;;;2011;27/04/2012;Интерфакс;7701840635
TGKE;ОАО "Территориальная генерирующая компания №5";28/06/2012;21/05/2012;0;;;;2011;22/05/2012;Интерфакс;2128701733
NLMK;ОАО "Новолипецкий МК";30/05/2012;10/04/2012;0.6;;0.6;;2011;03/04/2012;Интерфакс;4823006703
UGOK;ОАО "Учалинский ГОК";30/06/2012;25/05/2012;;;;;1 квартал 2012;28/05/2012;Интерфакс;0270007455
UGOK;ОАО "Учалинский ГОК";28/06/2012;13/05/2012;;;;;2011;11/05/2012;Интерфакс;0270007455
RZOG;ОАО "Рязаньоблгаз";22/06/2012;17/05/2012;;;;;2011;28/05/2012;ДКК;6230006061
KLGZ;ОАО "Карелгаз";27/06/2012;25/05/2012;;;;;2011;28/05/2012;Интерфакс;1001000598
HYDR;ОАО "Федеральная гидрогенерирующая компания"  (Прежнее: "РусГидро");;28/05/2012;0.5;;0.4;;;;;2460066195
HYDR;ОАО "Федеральная гидрогенерирующая компания"  (Прежнее: "РусГидро");29/06/2012;24/05/2012;0.00789317;;;;2011;23/05/2012;Интерфакс;2460066195
KSKT;ОАО "Комбинат сборных строительных конструкций";27/06/2012;25/05/2012;;;;;2011;11/05/2012;Интерфакс;7729030790
KZRU;ОАО "Угольная компания "Кузбассразрезуголь";28/06/2012;21/05/2012;;;;;2011;16/05/2012;Интерфакс;4205049090
UELM;ОАО "Уралэлектромедь";29/06/2012;21/05/2012;0;;;;2011;14/05/2012;Интерфакс;6606003385
TGKI;ОАО "Территориальная генерирующая компания-9";28/06/2012;21/05/2012;;;;;;22/05/2012;Интерфакс;5904119383
GSGZ;ОАО Гипроспецгаз;07/06/2012;18/04/2012;15,516.47;15,516.47;;;2011;02/03/2012;Интерфакс;7815023475
NOMP;ОАО "Новороссийское морское пароходство";22/05/2012;12/04/2012;;;;;2011;11/03/2012;Интерфакс;2315012204
GKOM;ОАО "Группа компаний коммунальной сферы";29/06/2012;24/05/2012;0;;;;2011;28/05/2012;Интерфакс;7730183529
EAVT;ОАО "Электроавтоматика";29/06/2012;30/05/2012;0;;;;2011;25/05/2012;Интерфакс;2636008464
KRKO;ОАО ТКЗ "Красный Котельщик";16/05/2012;02/04/2012;0;0.4361;0;0.4361;2011;16/03/2012;Интерфакс;6154023009
TRGM;ОАО "Трест Гидромонтаж";22/06/2012;15/05/2012;;;;;2011;17/05/2012;Интерфакс;7734047608
AMRG;ОАО "Азовмежрайгаз";21/06/2012;17/05/2012;;;;;2011;17/05/2012;Интерфакс;6140013610
SFER;ОАО "Телекомпания "Сфера";18/05/2012;04/04/2012;0;;0;;2011;30/03/2012;Интерфакс;8603002980
OREK;ОАО "Омская региональная энергетическая компания";01/06/2012;01/05/2012;;;;;;10/05/2012;Интерфакс;5503064289
MDMB;ОАО "МДМ Банк";29/06/2012;18/05/2012;0;0;;;2011;18/05/2012;Интерфакс;5408117935
NMSZ;ОАО "Нижегородский машиностроительный завод";18/06/2012;12/05/2012;0;0;;;2011;14/05/2012;Интерфакс;5259008768
NPEL;ОАО "Новопавловский элеватор";19/06/2012;19/05/2012;;;;;2011;18/05/2012;Интерфакс;2609005023
IGST;ОАО "Ижсталь";20/04/2012;15/03/2012;0;0;0;0;2011;15/03/2012;Интерфакс;1826000655
VLHZ;ОАО "Владимирский химический завод";08/06/2012;04/05/2012;6.35;;;;1 квартал 2012;02/05/2012;Интерфакс;3302000669
DKGZ;ОАО "ДАКГОМЗ";25/06/2012;22/05/2012;;;;;2011;24/05/2012;Интерфакс;2726000036
HIMC;ОАО "ХИМПРОМ" г. Новочебоксарск;29/06/2012;23/05/2012;0;0.13883;;;2011;25/05/2012;Интерфакс;2124009521
VLTP;ОАО "Волтайр-Пром";27/06/2012;22/05/2012;0;0;;;2011;21/05/2012;Интерфакс;3435900531
MTER;ОАО "Межрегионтеплосетьэнергоремонт";22/06/2012;16/05/2012;0.00154927;;;;2011;16/05/2012;Интерфакс;7705654245
MKRO;ОАО "НИИМЭЗ Микрон";29/06/2012;24/05/2012;;;;;2011;25/05/2012;Интерфакс;7735007358
MKPZ;ОАО "Молочный комбинат "Пензенский";28/06/2012;29/05/2012;0;;;;2011;29/05/2012;Интерфакс;5837006078
PRIM;ОАО "Приморское морское пароходство";08/06/2012;23/04/2012;0;;;;2011;;Эмитент;2508018932
KISB;ОАО "Кировэнергосбыт";22/06/2012;18/05/2012;0;0.00055923677;;;2011;21/05/2012;Интерфакс;4345103477
TGMP;ОАО "Таганрогский морской торговый порт";31/05/2012;27/04/2012;0;4.26;0;4.26;2011;02/05/2012;Интерфакс;6154010465
TVET;ОАО "Тверской экскаватор";02/05/2012;26/03/2012;0;0;;;2011;;Эмитент;6903037669
ACND;ОАО "АККОНД";29/06/2012;01/06/2012;;;;;2011;30/05/2012;Интерфакс;2126000147
CMPZ;ОАО "Черкизовский мясоперерабатывающий завод";29/06/2012;12/05/2012;0;;;;2011;15/05/2012;Интерфакс;7718013714
VOOS;ОАО "Волжский оргсинтез";30/06/2012;25/05/2012;777;;;;2011;30/03/2012;Интерфакс;3435900563
SARX;ОАО "Сарэкс";15/06/2012;21/05/2012;0;;;;2011;21/05/2012;Интерфакс;1325009287
KHGF_OLD;ОАО "Хантымансийскгеофизика";22/06/2012;21/05/2012;;;;;2011;22/05/2012;Интерфакс;8601001356
FESH;ОАО "Дальневосточное морское пароходство";15/06/2012;28/04/2012;0;;;;2011;11/05/2012;ДКК;2540047110
TGMK;ОАО "ТАМП", Таганский мясоперерабатывающий завод;29/06/2012;25/05/2012;0;;;;2011;21/05/2012;Интерфакс;7722075495
MSIB;ОАО "Комбинат "Мосинжбетон";15/06/2012;11/05/2012;;;;;2011;17/05/2012;Интерфакс;7724208292
MKOM;ОАО "Мясокомбинат Омский";02/05/2012;03/04/2012;0;;0;;2011;02/04/2012;Интерфакс;5507005446
SVSY;ОАО "Связьстрой-2";14/06/2012;10/05/2012;;;;;2011;11/05/2012;Интерфакс;2308003199
ORGN;ОАО "Органика";18/05/2012;01/04/2012;0;;0;;2011;19/03/2012;Интерфакс;4221000630
FEES;ОАО "Федеральная сетевая компания Единой энергетической системы";29/06/2012;25/05/2012;0;;;;2011;28/05/2012;Интерфакс;4716016979
KTRS;ОАО "Корпорация "Трансстрой";14/06/2012;14/05/2012;;;;;2011;16/05/2012;Интерфакс;7708022854
STAL;ОАО "Стальмаг";26/06/2012;10/05/2012;;;;;2011;10/05/2012;Интерфакс;2426000941
NZHK;ОАО "Новосибирский завод химконцентратов";15/06/2012;10/05/2012;0;2;;;2011;14/05/2012;Интерфакс;5410114184
MSNG;ОАО ЭиЭ "Мосэнерго";19/06/2012;12/05/2012;0.03;;;;2011;05/05/2012;Интерфакс;7705035012
MGGD;ОАО "Мосгоргидрострой";25/06/2012;10/05/2012;0.3;1.79;;;2011;27/02/2012;Интерфакс;7718085211
MASZ;ОАО "Машиностроительный завод", г.Электросталь;28/06/2012;23/05/2012;0;;;;2011;25/05/2012;Интерфакс;5053005918
MNTP;ОАО Национальный банк "ТРАСТ";15/06/2012;10/05/2012;0;;;;2011;10/05/2012;Интерфакс;7831001567
PRVI;ОАО "Приват-Инвест";29/06/2012;25/05/2012;2;;;;2011;16/05/2012;Интерфакс;2309015207
TATN;ОАО "Татнефть";29/06/2012;14/05/2012;7.08;7.08;;;2011;29/02/2012;Интерфакс;1644003838
MGNT;ОАО "Магнит" (Краснодар);28/05/2012;13/04/2012;18.26;;18.26;;2011;02/04/2012;Интерфакс;2309085638
MGNT;ОАО "Магнит" (Краснодар);28/05/2012;13/04/2012;5.18;;5.18;;1 квартал 2012;02/04/2012;Интерфакс;2309085638
USSB;ОАО "Уссурийский бальзам";28/06/2012;28/05/2012;0;;;;2011;25/05/2012;Интерфакс;2511003566
VNIP;ОАО "ВНИПИгаздобыча";31/05/2012;12/04/2012;2,032.89;2,032.89;2,032.89;2,032.89;Неисп. прибыль 2010 г.;;Интерфакс;6455010081
TOMS;ОАО "Томские магистральные сети";18/06/2012;05/05/2012;0;0;;;2011;22/05/2012;ДКК;7017114665
RUSC;Страховое открытое  АО  "Русский Страховой Центр";15/06/2012;11/05/2012;0;;;;2011;11/05/2012;Интерфакс;
PAGR;ОАО "Пента Агрогруп";29/06/2012;30/05/2012;0;;;;2011;25/05/2012;Интерфакс;5015011205
YAKG;ОАО "Якутская топливно-энергетическая компания";30/06/2012;21/05/2012;0;;;;2011;22/05/2012;Интерфакс;1435032049
SNOS;OAO "Газпром Нефтехим Салават";29/06/2012;14/05/2012;;;;;2011;18/05/2012;Интерфакс;0266008329
TZEP;ОАО "Тамбовский завод "Электроприбор";19/06/2012;14/05/2012;0;88.68;;;2011;16/05/2012;Интерфакс;6829000109
SPBP;ОАО "Санкт-Петербургский картонно-полиграфический комбинат";01/06/2012;19/04/2012;0;14.43;0;14.43;2011;04/04/2012;Интерфакс;4719003640
KMAZ;ОАО "КамАЗ";29/06/2012;18/05/2012;0;;;;2011;05/03/2012;Интерфакс;1650032058
MSRS;ОАО "Московская объединенная электросетевая компания";25/06/2012;17/05/2012;0.025;;;;2011;15/05/2012;Интерфакс;5036065113
RIZY;ОАО "Разрез Изыхский";22/06/2012;16/05/2012;;;;;2011;16/05/2012;Интерфакс;1904000616
PBGZ;ОАО "Подзембургаз" Буровой компании Открытого акционерного общества "Газпром";26/06/2012;18/05/2012;0;10.1101;;;2011;11/05/2012;Интерфакс;7719091049
BACT;ОАО "БизнесАктив";15/06/2012;04/05/2012;;;;;;05/05/2012;Интерфакс;3811128374
YROG;ОАО "Ярославльоблгаз";14/06/2012;14/05/2012;4.61;;;;2011;15/05/2012;Интерфакс;7604012347
MERF;ОАО "Первый инвестиционный фонд недвижимости "МЕРИДИАН";29/06/2012;21/05/2012;0.19;;;;2011;16/05/2012;Интерфакс;7704038268
BRAD;ОАО "Богословское рудоуправление";13/04/2012;28/02/2012;0;;0;;2011;28/02/2012;Интерфакс;6617002344
MSSV;ОАО "Московская теплосетевая компания";06/06/2012;25/04/2012;0.01463477;;;;2011;03/04/2012;Интерфакс;7705654252
MAKR;ОАО "Международный аэропорт "Краснодар";20/06/2012;17/05/2012;;;;;2011;16/05/2012;Интерфакс;2312126429
VOPT;ОАО "Восточный порт";21/06/2012;15/05/2012;0;65.76;;;2011;14/05/2012;Интерфакс;2508001544
CNTL;ОАО "Центральный телеграф";08/06/2012;27/04/2012;0.0999762;0.1999524;;;2011;28/03/2012;Интерфакс;7710146208
GIKX;ОАО "Гиагинский комбинат хлебопродуктов";22/06/2012;16/05/2012;;;;;2011;16/05/2012;Интерфакс;0101000825
SVNF;ОАО "Газпромнефть-Урал";13/06/2012;18/05/2012;;;;;2011;21/05/2012;Интерфакс;6661002209
NRGP;ОАО "Норильскгазпром";29/06/2012;24/05/2012;0;;;;;30/05/2012;Интерфакс;2457002628
SZUC;ОАО "Северо-Западная энергетическая управляющая компания";15/06/2012;04/05/2012;0;0;;;2011;17/05/2012;ДКК;7841322263
VNGF;ОАО "Волгограднефтегеофизика";21/06/2012;04/05/2012;8.34;10.01;;;2011;06/03/2012;Интерфакс;3446006100
PGHO;ОАО "Приаргунское производственное горно-химическое объединение";30/06/2012;26/05/2012;0;0;;;2011;29/05/2012;Интерфакс;7530000048
PIKK;ОАО "Группа Компаний ПИК";07/06/2012;27/04/2012;0;;;;2011;27/04/2012;Интерфакс;7713011336
EZCM;ОАО "Екатеринбургский завод по обработке цветных металлов";19/06/2012;18/05/2012;0;;;;2011;21/05/2012;Интерфакс;6661005707
SINE;ОАО "Синергия-Восток";19/06/2012;16/05/2012;;;;;2011;16/05/2012;Интерфакс;2538057840
UORS;ОАО "Уралоргсинтез";N/A;N/A;0;;;;2011;22/05/2012;Интерфакс;5920014645
ERPA;ОАО "Енисейское речное пароходство";27/06/2012;21/05/2012;;;;;2011;05/06/2012;Интерфакс;2451000582
NBAM;ОАО "Находкинская база активного морского рыболовства";25/05/2012;05/04/2012;697;162.12;697;162.12;2011;04/04/2012;Интерфакс;2508007948
KOSB;ОАО "Кольская энергосбытовая компания";26/06/2012;22/05/2012;0;0;;;2011;28/05/2012;Интерфакс;5105041148
SPEX;ОАО "Санкт-Петербургская биржа";15/05/2012;02/04/2012;;;;;;19/03/2012;Интерфакс;7801268965
KBTK;ОАО "Кузбасская Топливная Компания";16/04/2012;14/03/2012;6;;6;;2011;11/03/2012;Интерфакс;4205003440
